,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition_Encoded
1107,38,No,2,888,Human Resources,10,4,Human Resources,3,Male,3,Human Resources,3,Married,6077,14814,0,11,3,3,0,10,2,3,6,3,1,0
1108,35,No,1,992,Research & Development,1,3,Medical,4,Male,2,Laboratory Technician,1,Single,2450,21731,0,19,3,2,0,3,3,3,3,0,1,0
1109,30,No,1,1288,Sales,29,4,Technical Degree,3,Male,3,Sales Executive,2,Married,9250,17799,0,12,3,2,1,9,3,3,4,2,1,0
1110,35,Yes,1,104,Research & Development,2,3,Life Sciences,1,Female,3,Laboratory Technician,1,Divorced,2074,26619,1,12,3,4,1,1,2,3,1,0,0,1
1111,53,Yes,1,607,Research & Development,2,5,Technical Degree,3,Female,2,Manufacturing Director,4,Married,10169,14618,0,16,3,2,1,34,4,3,33,7,1,1
1112,38,Yes,1,903,Research & Development,2,3,Medical,3,Male,3,Manufacturing Director,2,Married,4855,7653,0,11,3,1,2,7,2,3,5,2,1,1
1113,32,No,0,1200,Research & Development,1,4,Technical Degree,4,Male,3,Research Scientist,1,Married,4087,25174,0,14,3,2,1,9,3,2,6,5,1,0
1114,48,No,1,1108,Research & Development,15,4,Other,3,Female,3,Research Scientist,1,Married,2367,16530,0,12,3,4,1,10,3,2,8,2,7,0
1115,34,No,1,479,Research & Development,7,4,Medical,1,Male,3,Research Scientist,4,Single,2972,22061,0,13,3,3,0,1,4,1,1,0,0,0
1116,55,No,1,685,Sales,26,5,Marketing,3,Male,2,Manager,4,Married,19586,23037,0,21,4,3,1,36,3,3,36,6,2,0
1117,34,No,1,1351,Research & Development,1,4,Life Sciences,2,Male,3,Research Scientist,4,Married,5484,13008,0,17,3,2,1,9,3,2,2,2,2,0
1118,26,No,1,474,Research & Development,3,3,Life Sciences,1,Female,3,Research Scientist,4,Married,2061,11133,0,21,4,1,0,1,5,3,1,0,0,0
1119,38,No,1,1245,Sales,14,3,Life Sciences,3,Male,3,Sales Executive,2,Married,9924,12355,0,11,3,4,1,10,3,3,9,8,7,0
1120,38,No,1,437,Sales,16,3,Life Sciences,2,Female,3,Sales Executive,2,Single,4198,16379,0,12,3,2,0,8,5,4,3,2,1,0
1121,36,No,1,884,Sales,1,4,Life Sciences,2,Female,3,Sales Executive,3,Single,6815,21447,0,13,3,1,0,15,5,3,1,0,0,0
1122,29,No,1,1370,Research & Development,3,1,Medical,2,Male,3,Laboratory Technician,1,Single,4723,16213,1,18,3,4,0,10,3,3,10,9,1,0
1123,35,No,1,670,Research & Development,10,4,Medical,1,Female,3,Healthcare Representative,3,Single,6142,4223,1,16,3,3,0,10,4,3,5,2,0,0
1124,39,No,1,1462,Sales,6,3,Medical,4,Male,4,Sales Executive,3,Married,8237,4658,0,11,3,1,1,11,3,3,7,6,7,0
1125,29,No,2,995,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,8853,24483,0,19,3,4,1,6,0,4,6,4,1,0
1126,50,No,1,264,Sales,9,3,Marketing,3,Male,3,Manager,3,Married,19331,19519,1,16,3,3,1,27,2,3,1,0,0,0
1127,23,No,1,977,Research & Development,10,3,Technical Degree,4,Male,4,Research Scientist,3,Married,2073,12826,0,16,3,4,1,4,2,3,2,2,2,0
1128,36,No,2,1302,Research & Development,6,4,Life Sciences,1,Male,4,Laboratory Technician,1,Married,5562,19711,1,13,3,4,1,9,3,3,3,2,0,0
1129,42,No,1,1059,Research & Development,9,2,Other,4,Male,2,Manager,4,Single,19613,26362,0,22,4,4,0,24,2,3,1,0,0,0
1130,35,No,1,750,Research & Development,28,3,Life Sciences,2,Male,4,Laboratory Technician,3,Married,3407,25348,0,17,3,4,2,10,3,2,10,9,6,0
1131,34,No,2,653,Research & Development,10,4,Technical Degree,4,Male,2,Healthcare Representative,3,Married,5063,15332,0,14,3,2,1,8,3,2,8,2,7,0
1132,40,No,1,118,Sales,14,2,Life Sciences,4,Female,3,Sales Executive,1,Married,4639,11262,0,15,3,3,1,5,2,3,5,4,1,0
1133,43,No,1,990,Research & Development,27,3,Technical Degree,4,Male,4,Laboratory Technician,2,Divorced,4876,5855,0,12,3,3,1,8,0,3,6,4,0,0
1134,35,No,1,1349,Research & Development,7,2,Life Sciences,3,Male,2,Laboratory Technician,4,Married,2690,7713,0,18,3,4,1,1,5,2,1,0,0,0
1135,46,No,1,563,Sales,1,4,Life Sciences,4,Male,4,Manager,1,Single,17567,3156,0,15,3,2,0,27,5,1,26,0,0,0
1136,28,Yes,1,329,Research & Development,24,3,Medical,3,Male,3,Laboratory Technician,2,Married,2408,7324,1,17,3,3,3,1,3,3,1,1,0,1
1137,22,No,0,457,Research & Development,26,2,Other,2,Female,2,Research Scientist,3,Married,2814,10293,1,14,3,2,0,4,2,2,4,2,1,0
1138,50,No,2,1234,Research & Development,20,5,Medical,2,Male,3,Healthcare Representative,3,Married,11245,20689,1,15,3,3,1,32,3,3,30,8,12,0
1139,32,No,1,634,Research & Development,5,4,Other,2,Female,4,Research Scientist,4,Married,3312,18783,0,17,3,4,2,6,3,3,3,2,0,0
1140,44,No,1,1313,Research & Development,7,3,Medical,2,Female,3,Research Director,4,Divorced,19049,3549,1,14,3,4,1,23,4,2,22,7,1,0
1141,30,No,1,241,Research & Development,7,3,Medical,2,Male,2,Research Scientist,2,Married,2141,5348,0,12,3,2,1,6,3,2,6,4,1,0
1142,45,No,1,1015,Research & Development,5,5,Medical,3,Female,1,Laboratory Technician,1,Single,5769,23447,1,14,3,1,0,10,3,3,10,7,1,0
1143,45,No,0,336,Sales,26,3,Marketing,1,Male,2,Sales Executive,1,Married,4385,24162,0,15,3,1,1,10,2,3,10,7,4,0
1144,31,No,2,715,Sales,2,4,Other,4,Male,3,Sales Executive,1,Single,5332,21602,0,13,3,4,0,10,3,3,5,2,0,0
1145,36,No,1,559,Research & Development,12,4,Life Sciences,3,Female,3,Manufacturing Director,3,Married,4663,12421,1,12,3,2,2,7,2,3,3,2,1,0
1146,34,No,2,426,Research & Development,10,4,Life Sciences,3,Male,4,Manufacturing Director,4,Divorced,4724,17000,0,13,3,1,1,9,3,3,9,7,7,0
1147,49,No,1,722,Research & Development,25,4,Life Sciences,3,Female,3,Laboratory Technician,1,Married,3211,22102,0,14,3,4,1,10,3,2,9,6,1,0
1148,39,No,1,1387,Research & Development,10,5,Medical,2,Male,3,Manufacturing Director,1,Married,5377,3835,0,13,3,4,3,10,3,3,7,7,7,0
1149,27,No,1,1302,Research & Development,19,3,Other,4,Male,2,Laboratory Technician,1,Divorced,4066,16290,0,11,3,1,2,7,3,3,7,7,0,0
1150,35,No,1,819,Research & Development,18,5,Life Sciences,2,Male,4,Research Scientist,1,Married,5208,26312,0,11,3,4,0,16,2,3,16,15,1,0
1151,28,No,1,580,Research & Development,27,3,Medical,2,Female,1,Manufacturing Director,1,Divorced,4877,20460,0,21,4,2,1,6,5,2,5,3,0,0
1152,21,No,1,546,Research & Development,5,1,Medical,3,Male,3,Research Scientist,4,Single,3117,26009,0,18,3,3,0,3,2,3,2,2,2,0
1153,18,Yes,2,544,Sales,3,2,Medical,2,Female,3,Sales Representative,4,Single,1569,18420,1,12,3,3,0,0,2,4,0,0,0,1
1154,47,No,1,1176,Human Resources,26,4,Life Sciences,4,Female,3,Manager,3,Married,19658,5220,0,11,3,3,1,27,2,3,5,2,1,0
1155,39,No,1,170,Research & Development,3,2,Medical,3,Male,2,Laboratory Technician,3,Divorced,3069,10302,0,15,3,4,1,11,3,3,10,8,0,0
1156,40,No,1,884,Research & Development,15,3,Life Sciences,1,Female,2,Manufacturing Director,3,Married,10435,25800,0,13,3,4,2,18,2,3,18,15,14,0
1157,35,No,0,208,Research & Development,8,4,Life Sciences,3,Female,3,Healthcare Representative,3,Married,4148,12250,0,12,3,4,1,15,5,3,14,11,2,0
1158,37,No,1,671,Research & Development,19,3,Life Sciences,3,Male,3,Manufacturing Director,3,Married,5768,26493,0,17,3,1,3,9,2,2,4,3,0,0
1159,39,No,2,711,Research & Development,4,3,Medical,1,Female,3,Manufacturing Director,3,Single,5042,3140,0,13,3,4,0,10,2,1,9,2,3,0
1160,45,No,1,1329,Research & Development,2,2,Other,4,Female,2,Manufacturing Director,4,Divorced,5770,5388,0,19,3,1,2,10,3,3,10,7,3,0
1161,38,No,1,397,Research & Development,2,2,Medical,4,Female,2,Manufacturing Director,3,Married,7756,14199,1,19,3,4,1,10,6,4,5,4,0,0
1162,35,Yes,1,737,Sales,10,3,Medical,4,Male,2,Sales Executive,1,Married,10306,21530,0,17,3,3,0,15,3,3,13,12,6,1
1163,37,No,1,1470,Research & Development,10,3,Medical,2,Female,3,Research Scientist,2,Married,3936,9953,0,11,3,1,1,8,2,1,8,4,7,0
1164,40,No,1,448,Research & Development,16,3,Life Sciences,3,Female,3,Manufacturing Director,4,Single,7945,19948,1,15,3,4,0,18,2,2,4,2,3,0
1165,44,No,2,602,Human Resources,1,5,Human Resources,1,Male,3,Human Resources,4,Married,5743,10503,1,11,3,3,0,14,3,3,10,7,0,0
1166,48,No,2,365,Research & Development,4,5,Medical,3,Male,2,Manager,4,Married,15202,5602,0,25,4,2,1,23,3,3,2,2,2,0
1167,35,Yes,1,763,Sales,15,2,Medical,1,Male,1,Sales Executive,4,Divorced,5440,22098,1,14,3,4,2,7,2,2,2,2,2,1
1168,24,No,2,567,Research & Development,2,1,Technical Degree,1,Female,3,Research Scientist,4,Single,3760,17218,1,13,3,3,0,6,2,3,6,3,1,0
1169,27,No,1,486,Research & Development,8,3,Medical,2,Female,4,Research Scientist,3,Married,3517,22490,0,17,3,1,0,5,0,3,3,2,0,0
1170,27,No,2,591,Research & Development,2,3,Medical,4,Male,3,Research Scientist,4,Single,2580,6297,0,13,3,3,0,6,0,2,4,2,1,0
1171,40,Yes,1,1329,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,1,Single,2166,3339,1,14,3,2,0,10,3,1,4,2,0,1
1172,29,No,1,469,Sales,10,3,Medical,3,Male,2,Sales Executive,3,Single,5869,23413,0,11,3,3,0,8,2,3,5,2,1,0
1173,36,No,1,711,Research & Development,5,4,Life Sciences,2,Female,3,Healthcare Representative,1,Married,8008,22792,0,12,3,3,2,9,6,3,3,2,0,0
1174,25,No,2,772,Research & Development,2,1,Life Sciences,4,Male,4,Manufacturing Director,3,Divorced,5206,4973,0,17,3,3,2,7,6,3,7,7,0,0
1175,39,No,1,492,Research & Development,12,3,Medical,4,Male,3,Manufacturing Director,2,Married,5295,7693,0,21,4,3,0,7,3,3,5,4,1,0
1176,49,No,1,301,Research & Development,22,4,Other,1,Female,3,Research Director,2,Married,16413,3498,0,16,3,2,2,27,2,3,4,2,1,0
1177,50,No,1,813,Research & Development,17,5,Life Sciences,4,Female,2,Research Director,1,Divorced,13269,21981,0,15,3,3,3,19,3,3,14,11,1,0
1178,20,No,1,1141,Sales,2,3,Medical,3,Female,3,Sales Representative,3,Single,2783,13251,0,19,3,1,0,2,3,3,2,2,2,0
1179,34,No,1,1130,Research & Development,3,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,5433,19332,0,12,3,3,1,11,2,3,11,8,7,0
1180,36,No,1,311,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,2,Single,2013,10950,0,11,3,3,0,15,4,3,4,3,1,0
1181,49,No,1,465,Research & Development,6,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,13966,11652,1,19,3,2,1,30,3,3,15,11,2,0
1182,36,No,0,894,Research & Development,1,4,Medical,4,Female,2,Manufacturing Director,3,Married,4374,15411,0,15,3,3,0,4,6,3,3,2,1,0
1183,36,No,1,1040,Research & Development,3,2,Life Sciences,4,Male,4,Healthcare Representative,1,Divorced,6842,26308,0,20,4,1,1,13,3,3,5,4,0,0
1184,54,No,1,584,Research & Development,22,5,Medical,2,Female,3,Manager,3,Married,17426,18685,0,25,4,3,1,36,6,3,10,8,4,0
1185,43,No,1,1291,Research & Development,15,2,Life Sciences,3,Male,2,Research Director,3,Married,17603,3525,0,24,4,1,1,14,3,3,14,10,6,0
1186,35,Yes,2,880,Sales,12,4,Other,4,Male,3,Sales Executive,4,Single,4581,10414,1,24,4,1,0,13,2,4,11,9,6,1
1187,38,No,2,1189,Research & Development,1,3,Life Sciences,4,Male,3,Research Scientist,4,Married,4735,9867,0,15,3,4,2,19,4,4,13,11,2,0
1188,29,No,1,991,Sales,5,3,Medical,1,Male,2,Sales Executive,2,Divorced,4187,3356,1,13,3,2,1,10,3,2,10,0,0,0
1189,33,No,1,392,Sales,2,4,Medical,4,Male,3,Sales Executive,4,Divorced,5505,3921,0,14,3,3,2,6,5,3,6,2,0,0
1190,32,No,1,977,Research & Development,2,3,Medical,4,Male,3,Research Scientist,2,Divorced,5470,25518,0,13,3,3,2,10,4,2,9,5,1,0
1191,31,No,1,1112,Sales,5,4,Life Sciences,1,Female,3,Sales Executive,4,Married,5476,22589,0,11,3,1,2,10,2,3,10,0,0,0
1192,49,No,1,464,Research & Development,16,3,Medical,4,Female,3,Laboratory Technician,1,Divorced,2587,24941,1,16,3,2,1,17,2,2,2,2,2,0
1193,38,No,2,148,Research & Development,2,3,Medical,4,Female,2,Laboratory Technician,2,Single,2440,23826,0,22,4,2,0,4,3,3,4,3,3,0
1194,47,No,1,1225,Sales,2,4,Life Sciences,2,Female,4,Manager,2,Divorced,15972,21086,0,14,3,3,3,29,2,3,3,2,1,0
1195,49,No,1,809,Research & Development,1,3,Life Sciences,3,Male,3,Manager,3,Single,15379,22384,0,14,3,1,0,23,2,3,8,7,0,0
1196,41,No,1,1206,Sales,23,2,Life Sciences,4,Male,3,Sales Executive,3,Single,7082,11591,1,16,3,4,0,21,2,3,2,0,0,0
1197,20,No,1,727,Sales,9,1,Life Sciences,4,Male,3,Sales Representative,1,Single,2728,21082,0,11,3,1,0,2,3,3,2,2,0,0
1198,33,No,0,530,Sales,16,3,Life Sciences,3,Female,3,Sales Executive,4,Divorced,5368,16130,1,25,4,3,1,7,2,3,6,5,1,0
1199,36,No,1,1351,Research & Development,26,4,Life Sciences,1,Male,3,Healthcare Representative,3,Married,5347,7419,0,14,3,2,2,10,2,2,3,2,0,0
1200,44,No,1,528,Human Resources,1,3,Life Sciences,3,Female,3,Human Resources,4,Divorced,3195,4167,1,18,3,1,3,8,2,3,2,2,2,0
1201,23,Yes,1,1320,Research & Development,8,1,Medical,4,Male,2,Laboratory Technician,3,Single,3989,20586,1,11,3,1,0,5,2,3,5,4,1,1
1202,38,No,1,1495,Research & Development,4,2,Medical,4,Female,3,Laboratory Technician,3,Married,3306,26176,0,19,3,4,1,7,5,2,0,0,0,0
1203,53,No,1,1395,Research & Development,24,4,Medical,2,Male,4,Healthcare Representative,4,Married,7005,3458,0,15,3,3,0,11,2,3,4,3,1,0
1204,48,Yes,2,708,Sales,7,2,Medical,4,Female,3,Sales Representative,3,Married,2655,11740,1,11,3,3,2,19,3,3,9,7,7,1
1205,32,Yes,1,1259,Research & Development,2,4,Life Sciences,4,Male,3,Laboratory Technician,2,Single,1393,24852,0,12,3,1,0,1,2,3,1,0,0,1
1206,26,No,0,786,Research & Development,7,3,Medical,4,Male,3,Laboratory Technician,4,Single,2570,11925,0,20,4,3,0,7,5,3,7,7,5,0
1207,55,No,1,1441,Research & Development,22,3,Technical Degree,1,Male,2,Research Scientist,2,Divorced,3537,23737,0,12,3,4,1,8,1,3,4,2,1,0
1208,34,No,1,1157,Research & Development,5,2,Medical,2,Male,2,Laboratory Technician,4,Married,3986,11912,0,14,3,3,1,15,3,4,15,10,4,0
1209,60,No,1,370,Research & Development,1,4,Medical,3,Male,1,Healthcare Representative,4,Divorced,10883,20467,0,20,4,3,1,19,2,4,1,0,0,0
1210,33,No,1,267,Research & Development,21,3,Medical,2,Male,4,Laboratory Technician,2,Married,2028,13637,0,18,3,4,3,14,6,3,14,11,2,0
1211,37,No,2,1278,Sales,1,4,Medical,3,Male,1,Sales Executive,4,Divorced,9525,7677,0,14,3,3,2,6,2,2,6,3,1,0
1212,34,No,1,678,Research & Development,19,3,Life Sciences,2,Female,2,Research Scientist,4,Married,2929,20338,0,12,3,2,0,10,3,3,10,9,8,0
1213,23,Yes,1,427,Sales,7,3,Life Sciences,3,Male,3,Sales Representative,4,Divorced,2275,25103,1,21,4,2,1,3,2,3,3,2,0,1
1214,44,No,1,921,Research & Development,2,3,Life Sciences,3,Female,4,Healthcare Representative,4,Married,7879,14810,1,19,3,2,1,9,2,3,8,7,6,0
1215,35,No,2,146,Research & Development,2,4,Medical,1,Male,2,Research Scientist,4,Single,4930,13970,1,14,3,3,0,6,2,4,5,4,1,0
1216,43,No,1,1179,Sales,2,3,Medical,4,Male,3,Sales Executive,4,Married,7847,6069,1,17,3,1,1,10,3,3,10,9,8,0
1217,24,No,1,581,Research & Development,9,3,Medical,3,Male,4,Research Scientist,3,Married,4401,17616,0,16,3,4,1,5,1,3,5,3,0,0
1218,41,No,1,918,Sales,6,3,Marketing,4,Male,3,Sales Executive,3,Single,9241,15869,0,12,3,2,0,10,3,3,10,8,8,0
1219,29,No,1,1082,Research & Development,9,4,Medical,4,Female,3,Laboratory Technician,3,Married,2974,25412,0,17,3,3,1,9,2,3,5,3,1,0
1220,36,No,1,530,Sales,2,4,Life Sciences,3,Female,3,Sales Representative,4,Single,4502,7439,0,15,3,3,0,17,2,2,13,7,6,0
1221,45,No,0,1238,Research & Development,1,1,Life Sciences,3,Male,2,Healthcare Representative,3,Married,10748,3395,0,23,4,4,1,25,3,2,23,15,14,0
1222,24,Yes,1,240,Human Resources,22,1,Human Resources,4,Male,1,Human Resources,3,Married,1555,11585,0,11,3,3,1,1,2,3,1,0,0,1
1223,47,Yes,2,1093,Sales,9,3,Life Sciences,3,Male,1,Sales Executive,3,Married,12936,24164,0,11,3,3,0,25,3,1,23,5,14,1
1224,26,No,1,390,Research & Development,17,4,Medical,4,Male,1,Laboratory Technician,3,Married,2305,6217,0,15,3,3,3,3,3,4,3,2,0,0
1225,45,No,1,1005,Research & Development,28,2,Technical Degree,4,Female,2,Research Director,2,Single,16704,17119,0,11,3,3,0,21,2,3,21,6,8,0
1226,32,No,2,585,Research & Development,10,3,Life Sciences,1,Male,3,Research Scientist,3,Married,3433,17360,0,13,3,1,1,10,3,2,5,2,1,0
1227,31,No,1,741,Research & Development,2,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married,3477,18103,0,14,3,4,1,6,2,4,5,2,0,0
1228,41,No,0,552,Human Resources,4,3,Human Resources,3,Male,1,Human Resources,2,Married,6430,20794,0,19,3,2,1,10,4,3,3,2,1,0
1229,40,No,1,369,Research & Development,8,2,Life Sciences,2,Female,3,Manufacturing Director,1,Married,6516,5041,1,16,3,2,1,18,3,3,1,0,0,0
1230,24,No,1,506,Research & Development,29,1,Medical,2,Male,3,Laboratory Technician,1,Divorced,3907,3622,0,13,3,2,3,6,2,4,6,2,1,0
1231,46,No,1,717,Research & Development,13,4,Life Sciences,3,Male,3,Healthcare Representative,2,Single,5562,9697,0,14,3,4,0,19,3,3,10,7,0,0
1232,35,No,1,1370,Research & Development,27,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married,6883,5151,0,16,3,2,1,17,3,3,7,7,0,0
1233,30,No,1,793,Research & Development,16,1,Life Sciences,2,Male,3,Research Scientist,4,Married,2862,3811,0,12,3,2,1,10,2,2,10,0,0,0
1234,47,No,0,543,Sales,2,4,Marketing,3,Male,3,Sales Executive,2,Married,4978,3536,0,11,3,4,1,4,3,1,1,0,0,0
1235,46,No,1,1277,Sales,2,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced,10368,5596,1,12,3,2,1,13,5,2,10,6,0,0
1236,36,Yes,1,1456,Sales,13,5,Marketing,2,Male,2,Sales Executive,1,Divorced,6134,8658,1,13,3,2,3,16,3,3,2,2,2,1
1237,32,Yes,1,964,Sales,1,2,Life Sciences,1,Male,1,Sales Executive,2,Single,6735,12147,0,15,3,2,0,10,2,3,0,0,0,1
1238,23,No,1,160,Research & Development,4,1,Medical,3,Female,3,Laboratory Technician,2,Single,3295,12862,0,13,3,3,0,3,3,1,3,2,1,0
1239,31,No,2,163,Research & Development,24,1,Technical Degree,4,Female,3,Manufacturing Director,4,Single,5238,6670,0,20,4,4,0,9,3,2,5,4,1,0
1240,39,No,0,792,Research & Development,1,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married,6472,8989,1,15,3,4,1,9,2,3,9,8,5,0
1241,32,No,1,371,Sales,19,3,Life Sciences,4,Male,1,Sales Executive,3,Married,9610,3840,0,13,3,3,1,10,2,1,4,3,0,0
1242,40,No,1,611,Sales,7,4,Medical,2,Male,3,Manager,2,Single,19833,4349,0,14,3,2,0,21,3,2,21,8,12,0
1243,45,No,1,176,Human Resources,4,3,Life Sciences,3,Female,1,Human Resources,3,Married,9756,6595,0,21,4,3,2,9,2,4,5,0,0,0
1244,30,No,2,1312,Research & Development,2,4,Technical Degree,4,Female,2,Research Scientist,1,Single,4968,26427,0,16,3,4,0,10,2,3,9,7,0,0
1245,24,No,2,897,Human Resources,10,3,Medical,1,Male,3,Human Resources,4,Married,2145,2097,0,14,3,4,1,3,2,3,2,2,2,0
1246,30,Yes,2,600,Human Resources,8,3,Human Resources,3,Female,2,Human Resources,4,Divorced,2180,9732,0,11,3,3,1,6,0,2,4,2,1,1
1247,31,No,1,1003,Sales,5,3,Technical Degree,1,Male,3,Sales Executive,3,Married,8346,20943,0,19,3,3,1,6,3,3,5,2,0,0
1248,27,No,1,1054,Research & Development,8,3,Medical,3,Female,3,Research Scientist,4,Single,3445,6152,0,11,3,3,0,6,5,2,6,2,1,0
1249,29,Yes,1,428,Sales,9,3,Marketing,2,Female,1,Sales Representative,2,Single,2760,14630,0,13,3,3,0,2,3,3,2,2,2,1
1250,29,No,2,461,Research & Development,1,3,Life Sciences,4,Male,4,Healthcare Representative,3,Single,6294,23060,1,12,3,4,0,10,5,4,3,2,0,0
1251,30,No,1,979,Sales,15,2,Marketing,3,Male,2,Sales Executive,1,Divorced,7140,3088,0,11,3,1,1,12,2,3,7,7,1,0
1252,34,No,1,181,Research & Development,2,4,Medical,4,Male,4,Research Scientist,4,Married,2932,5586,1,14,3,1,3,6,3,3,5,0,1,0
1253,33,No,0,1283,Sales,2,3,Marketing,4,Female,3,Sales Executive,2,Single,5147,10697,0,15,3,4,0,13,2,2,11,7,1,0
1254,49,No,1,1313,Sales,11,4,Marketing,4,Female,3,Sales Executive,4,Single,4507,8191,0,12,3,3,0,8,1,4,5,1,0,0
1255,33,Yes,1,211,Sales,16,3,Life Sciences,1,Female,3,Sales Executive,1,Single,8564,10092,1,20,4,3,0,11,2,2,0,0,0,1
1256,38,No,2,594,Research & Development,2,2,Medical,3,Female,2,Laboratory Technician,2,Married,2468,15963,0,14,3,2,1,9,4,2,6,1,0,0
1257,31,Yes,1,1079,Sales,16,4,Marketing,1,Male,3,Sales Executive,3,Married,8161,19002,0,13,3,1,3,10,2,3,1,0,0,1
1258,29,No,1,590,Research & Development,4,3,Technical Degree,4,Female,2,Research Scientist,1,Divorced,2109,10007,0,13,3,3,1,1,2,3,1,0,0,0
1259,30,No,1,305,Research & Development,16,3,Life Sciences,3,Male,4,Healthcare Representative,3,Married,5294,9128,0,16,3,3,1,10,3,3,7,0,1,0
1260,32,No,0,953,Research & Development,5,4,Technical Degree,2,Male,3,Research Scientist,2,Single,2718,17674,0,14,3,2,0,12,3,3,7,7,0,0
1261,38,No,1,833,Research & Development,18,3,Medical,2,Male,1,Healthcare Representative,4,Married,5811,24539,1,16,3,3,1,15,2,3,1,0,1,0
1262,43,Yes,2,807,Research & Development,17,3,Technical Degree,3,Male,2,Research Scientist,3,Married,2437,15587,1,16,3,4,1,6,4,3,1,0,0,1
1263,42,No,1,855,Research & Development,12,3,Medical,2,Male,3,Laboratory Technician,2,Divorced,2766,8952,0,22,4,2,3,7,6,2,5,3,0,0
1264,55,No,1,478,Research & Development,2,3,Medical,3,Male,2,Research Director,1,Married,19038,19805,0,12,3,2,3,34,2,3,1,0,0,0
1265,33,No,0,775,Research & Development,4,3,Technical Degree,4,Male,3,Research Scientist,2,Divorced,3055,6194,0,15,3,4,2,11,2,2,9,8,1,0
1266,41,No,1,548,Research & Development,9,4,Life Sciences,3,Male,3,Laboratory Technician,1,Divorced,2289,20520,0,20,4,2,2,5,2,3,5,3,0,0
1267,34,No,0,1375,Sales,10,3,Life Sciences,4,Male,3,Sales Executive,3,Divorced,4001,12313,1,14,3,3,1,15,3,3,15,14,0,0
1268,53,No,0,661,Research & Development,1,4,Medical,1,Female,2,Manufacturing Director,3,Married,12965,22308,1,20,4,4,3,27,2,2,3,2,0,0
1269,43,No,1,244,Human Resources,2,3,Life Sciences,2,Male,3,Human Resources,4,Single,3539,5033,0,13,3,2,0,10,5,3,9,7,1,0
1270,34,No,1,511,Sales,3,2,Life Sciences,4,Female,1,Sales Executive,4,Single,6029,25353,0,12,3,1,0,6,3,3,2,2,2,0
1271,21,Yes,1,337,Sales,7,1,Marketing,2,Male,3,Sales Representative,2,Single,2679,4567,0,13,3,2,0,1,3,3,1,0,1,1
1272,38,No,1,1153,Research & Development,6,2,Other,4,Female,2,Laboratory Technician,3,Married,3702,16376,0,11,3,2,1,5,3,3,5,4,0,0
1273,22,Yes,1,1294,Research & Development,8,1,Medical,3,Female,3,Laboratory Technician,1,Married,2398,15999,1,17,3,3,0,1,6,3,1,0,0,1
1274,31,No,1,196,Sales,29,4,Marketing,1,Female,2,Sales Executive,4,Married,5468,13402,0,14,3,1,2,13,3,3,12,7,5,0
1275,51,No,1,942,Research & Development,3,3,Technical Degree,1,Female,3,Manager,3,Married,13116,22984,0,11,3,4,0,15,2,3,2,2,2,0
1276,37,No,1,589,Sales,9,2,Marketing,2,Male,2,Sales Executive,2,Married,4189,8800,0,14,3,1,2,5,2,3,5,2,0,0
1277,46,No,1,734,Research & Development,2,4,Medical,3,Male,3,Research Director,4,Divorced,19328,14218,1,17,3,3,1,24,3,3,2,1,2,0
1278,36,No,1,1383,Research & Development,10,3,Life Sciences,4,Male,3,Healthcare Representative,1,Married,8321,25949,1,13,3,4,1,15,1,3,12,8,5,0
1279,44,Yes,2,429,Research & Development,1,2,Medical,3,Male,3,Research Scientist,2,Divorced,2342,11092,1,12,3,3,3,6,2,2,5,3,2,1
1280,37,No,1,1239,Human Resources,8,2,Other,3,Male,3,Human Resources,2,Divorced,4071,12832,0,13,3,3,0,19,4,2,10,0,4,0
1281,35,Yes,1,303,Sales,27,3,Life Sciences,3,Male,3,Sales Executive,4,Single,5813,13492,1,18,3,4,0,10,2,3,10,7,7,1
1282,33,No,1,867,Research & Development,8,4,Life Sciences,4,Male,4,Research Scientist,1,Married,3143,6076,0,19,3,2,1,14,1,3,10,8,7,0
1283,28,No,1,1181,Research & Development,1,3,Life Sciences,3,Male,3,Research Scientist,4,Married,2044,5531,0,11,3,3,1,5,6,4,5,3,0,0
1284,39,No,1,1253,Research & Development,10,1,Medical,3,Male,3,Research Director,3,Single,13464,7914,0,21,4,3,0,9,3,3,4,3,2,0
1285,46,No,0,849,Sales,26,2,Life Sciences,2,Male,2,Sales Executive,2,Single,7991,25166,0,15,3,3,0,6,3,3,2,2,2,0
1286,40,No,1,616,Research & Development,2,2,Life Sciences,3,Female,3,Laboratory Technician,1,Married,3377,25605,0,17,3,4,1,7,5,2,4,3,0,0
